,fork_slug,upstream_slug,created_at,updated_at,pushed_at,forks_count,forking_level
3509,DanRyanIrish/astropy,astropy/astropy,2018-05-03T14:19:59Z,2020-10-29T11:02:26Z,2021-08-11T15:05:05Z,0.0,1.0
3510,humnaawan/astropy,astropy/astropy,2018-05-03T14:14:38Z,2018-05-03T14:14:44Z,2018-05-13T13:20:54Z,1.0,1.0
3511,astrojuan/astropy,astropy/astropy,2018-05-03T10:49:04Z,2018-05-03T10:49:10Z,2018-05-03T10:41:25Z,0.0,1.0
3512,dpnemergut/astropy,astropy/astropy,2018-05-02T03:57:57Z,2019-04-17T02:32:42Z,2019-04-17T02:32:35Z,0.0,1.0
3513,abigailStev/astropy,astropy/astropy,2018-05-01T14:07:08Z,2021-08-25T14:42:48Z,2018-05-03T01:12:07Z,0.0,1.0
3514,nchamba/astropy,astropy/astropy,2018-04-25T09:54:11Z,2018-04-25T09:54:16Z,2018-04-24T00:05:40Z,0.0,1.0
3515,wakass/astropy,astropy/astropy,2018-04-21T13:12:11Z,2018-04-21T13:12:17Z,2018-04-21T03:35:23Z,0.0,1.0
3516,physicsgirl/astropy,astropy/astropy,2018-04-15T20:48:48Z,2018-04-15T20:48:54Z,2018-04-14T19:40:22Z,0.0,1.0
3517,juliaroquette/astropy,astropy/astropy,2018-04-05T11:33:06Z,2020-10-08T07:48:57Z,2018-04-05T10:32:42Z,0.0,1.0
3518,luizbg/astropy,astropy/astropy,2018-04-04T20:39:30Z,2019-04-01T19:55:06Z,2018-04-04T23:37:55Z,0.0,1.0
3519,astrobalaji/astropy,astropy/astropy,2018-04-04T12:23:23Z,2018-04-04T12:23:29Z,2018-04-03T22:44:47Z,0.0,1.0
3520,sfillingham/astropy,astropy/astropy,2018-04-02T23:33:33Z,2018-04-02T23:33:39Z,2018-04-02T16:48:58Z,0.0,1.0
3521,Vital-Fernandez/astropy,astropy/astropy,2018-03-24T21:11:19Z,2018-09-17T19:00:06Z,2018-09-17T18:58:58Z,0.0,1.0
3522,georgestein/astropy,astropy/astropy,2018-03-23T13:52:22Z,2018-03-23T13:52:29Z,2018-03-23T11:38:42Z,1.0,1.0
3523,ideasrule/astropy,astropy/astropy,2018-03-23T06:52:06Z,2018-06-01T13:45:00Z,2018-06-01T13:44:57Z,0.0,1.0
3524,rkiman/astropy,astropy/astropy,2018-03-22T01:54:37Z,2018-03-22T01:54:43Z,2018-04-20T16:53:22Z,0.0,1.0
3525,vn-ki/astropy,astropy/astropy,2018-03-21T22:29:56Z,2018-10-20T09:03:47Z,2019-10-02T16:10:58Z,0.0,1.0
3526,adpag/astropy,astropy/astropy,2018-03-21T12:44:58Z,2018-03-23T20:45:17Z,2018-03-27T11:19:51Z,0.0,1.0
3527,Jurajhh/astropy,astropy/astropy,2018-03-21T03:44:24Z,2018-03-21T03:44:30Z,2018-03-20T18:32:12Z,0.0,1.0
3528,fallingelf/astropy,astropy/astropy,2018-03-20T17:31:14Z,2018-03-20T17:31:20Z,2018-03-20T14:51:34Z,0.0,1.0
3529,amous4822/astropy,astropy/astropy,2018-03-17T19:17:38Z,2018-03-17T19:17:44Z,2018-03-17T15:37:21Z,0.0,1.0
3530,lumosityfan/astropy,astropy/astropy,2018-03-17T01:26:30Z,2018-03-17T01:26:36Z,2018-03-17T00:43:22Z,0.0,1.0
3531,victorcchan/astropy,astropy/astropy,2018-03-16T15:53:25Z,2018-03-16T15:53:31Z,2018-03-16T15:35:57Z,0.0,1.0
3532,dongzili/astropy,astropy/astropy,2018-03-16T13:33:13Z,2018-03-16T13:33:19Z,2018-03-16T15:33:58Z,0.0,1.0
3533,lokhorst/astropy,astropy/astropy,2018-03-16T12:03:48Z,2018-03-16T12:03:56Z,2018-03-16T04:47:10Z,0.0,1.0
3534,quantumfx/astropy,astropy/astropy,2018-03-16T07:43:20Z,2018-03-16T07:43:26Z,2018-03-16T04:47:10Z,0.0,1.0
3535,rmck1/astropy,astropy/astropy,2018-03-16T04:51:54Z,2018-03-16T04:52:00Z,2018-03-16T04:47:10Z,0.0,1.0
3536,jscora/astropy,astropy/astropy,2018-03-16T03:00:05Z,2018-03-16T03:00:11Z,2018-03-15T22:26:15Z,0.0,1.0
3537,stscicrawford/astropy,astropy/astropy,2018-03-15T00:36:14Z,2018-03-15T00:36:19Z,2018-10-21T15:12:04Z,0.0,1.0
3538,vivianemm/astropy,astropy/astropy,2018-03-14T20:10:56Z,2018-03-14T20:11:02Z,2018-03-14T16:42:26Z,0.0,1.0
3539,MatheusMendesSB/astropy,astropy/astropy,2018-03-14T20:10:55Z,2018-03-14T20:11:00Z,2018-03-14T16:42:26Z,0.0,1.0
3540,almeidaec/astropy,astropy/astropy,2018-03-14T20:09:48Z,2018-03-14T20:09:53Z,2018-03-14T16:42:26Z,0.0,1.0
3541,MathBern/astropy,astropy/astropy,2018-03-14T20:09:42Z,2018-03-14T20:09:47Z,2018-03-14T16:42:26Z,0.0,1.0
3542,joaogabriel22/astropy,astropy/astropy,2018-03-14T20:09:38Z,2018-03-14T20:09:43Z,2018-03-14T16:42:26Z,0.0,1.0
3543,MW-L/astropy,astropy/astropy,2018-03-13T20:31:24Z,2018-03-13T20:31:30Z,2018-03-13T19:30:36Z,0.0,1.0
3544,E-A-C/astropy,astropy/astropy,2018-03-10T20:08:40Z,2018-03-10T20:08:45Z,2018-03-10T19:08:01Z,0.0,1.0
3545,samridhim/astropy,astropy/astropy,2018-03-10T11:06:06Z,2018-03-10T11:06:12Z,2018-03-10T02:23:44Z,0.0,1.0
3546,macicco/astropy,astropy/astropy,2018-03-10T00:45:57Z,2018-03-10T00:46:03Z,2018-03-23T11:38:41Z,0.0,1.0
3547,michael-s-myer/astropy,astropy/astropy,2018-03-08T16:07:59Z,2018-03-08T16:08:04Z,2018-03-08T15:59:18Z,0.0,1.0
3548,ThomasBHickey/astropy,astropy/astropy,2018-03-07T20:29:49Z,2018-03-07T20:29:55Z,2018-03-07T18:49:34Z,0.0,1.0
3549,amanvats/astropy,astropy/astropy,2018-03-04T10:15:17Z,2018-03-04T10:15:23Z,2018-03-03T18:43:19Z,0.0,1.0
3550,jselsing/astropy,astropy/astropy,2018-03-02T13:10:50Z,2018-03-02T13:10:56Z,2018-03-02T06:28:46Z,0.0,1.0
3551,codetriage-readme-bot/astropy,astropy/astropy,2018-03-01T20:33:27Z,2018-03-01T20:33:33Z,2018-03-01T20:36:41Z,0.0,1.0
3552,jimboH/astropy,astropy/astropy,2018-03-01T16:38:34Z,2018-04-23T13:44:12Z,2018-04-23T13:43:51Z,0.0,1.0
3553,aperiosoftware/astropy,astropy/astropy,2018-02-27T16:50:13Z,2018-11-14T13:46:48Z,2018-11-14T13:46:41Z,0.0,1.0
3554,daria-cara/astropy,astropy/astropy,2018-02-24T03:39:22Z,2021-06-21T02:47:00Z,2021-06-30T02:01:10Z,0.0,1.0
3555,rikaweb/astropy,astropy/astropy,2018-02-24T00:09:48Z,2018-02-24T00:09:54Z,2018-02-23T20:45:00Z,0.0,1.0
3556,prateekiiest/astropy,astropy/astropy,2018-02-21T15:13:15Z,2019-07-14T16:07:05Z,2018-02-21T14:30:01Z,0.0,1.0
3557,gulshan-mittal/astropy,astropy/astropy,2018-02-17T07:12:50Z,2018-02-17T07:12:56Z,2018-02-17T00:17:57Z,0.0,1.0
3558,ritiek/astropy,astropy/astropy,2018-02-14T06:22:28Z,2020-10-24T12:17:04Z,2019-07-09T12:38:55Z,0.0,1.0
3559,halloTheCoder/astropy,astropy/astropy,2018-02-13T05:28:34Z,2018-02-13T05:28:40Z,2018-02-13T02:02:47Z,0.0,1.0
3560,cnoelani/astropy,astropy/astropy,2018-02-04T06:27:59Z,2018-02-04T06:28:05Z,2018-02-03T19:59:06Z,0.0,1.0
3561,mugwort-rc/astropy,astropy/astropy,2018-02-02T18:17:15Z,2018-02-02T18:17:21Z,2018-02-02T17:36:20Z,0.0,1.0
3562,jrthorstensen/astropy,astropy/astropy,2018-02-01T23:52:48Z,2018-02-01T23:52:54Z,2018-02-02T00:13:51Z,0.0,1.0
3563,alkesh47/astropy,astropy/astropy,2018-02-01T14:35:33Z,2018-02-01T14:35:39Z,2018-02-01T14:41:42Z,0.0,1.0
3564,stscirij/astropy,astropy/astropy,2018-01-29T20:18:26Z,2018-01-29T20:18:32Z,2018-01-29T19:58:51Z,0.0,1.0
3565,getsanjeev/astropy,astropy/astropy,2018-01-26T09:00:40Z,2018-01-26T09:00:46Z,2018-03-23T14:06:27Z,0.0,1.0
3566,dogorae/astropy,astropy/astropy,2018-01-19T00:33:33Z,2018-01-19T00:33:39Z,2018-01-18T20:15:46Z,0.0,1.0
3567,abeelen/astropy,astropy/astropy,2018-01-08T16:32:28Z,2020-04-14T11:52:25Z,2020-04-14T14:53:20Z,0.0,1.0
3568,adwasser/astropy,astropy/astropy,2018-01-02T23:23:43Z,2018-01-02T23:23:48Z,2018-01-03T00:02:25Z,0.0,1.0
3569,dstansby/astropy,astropy/astropy,2017-12-27T20:13:46Z,2021-04-23T10:48:32Z,2022-06-15T21:52:50Z,0.0,1.0
3570,AstroDnerd/astropy,astropy/astropy,2017-12-23T06:11:35Z,2017-12-23T06:11:40Z,2017-12-23T06:10:20Z,0.0,1.0
3571,majkelx/astropy,astropy/astropy,2017-12-21T17:47:27Z,2017-12-21T17:47:33Z,2017-12-25T13:36:34Z,0.0,1.0
3572,ananyashrey/astropy,astropy/astropy,2017-12-17T16:00:16Z,2017-12-17T16:00:22Z,2017-12-17T16:05:47Z,0.0,1.0
3573,ananyashreyjain/astropy,astropy/astropy,2017-12-14T03:47:46Z,2018-08-07T11:18:22Z,2018-08-07T11:17:56Z,0.0,1.0
3574,jamienoss/astropy,astropy/astropy,2017-12-12T17:55:36Z,2018-09-19T20:12:40Z,2018-11-17T17:03:13Z,0.0,1.0
3575,ArpitKubadia/astropy,astropy/astropy,2017-12-12T06:53:45Z,2017-12-12T06:53:51Z,2017-12-12T08:02:32Z,0.0,1.0
3576,vermashresth/astropy,astropy/astropy,2017-12-08T18:32:16Z,2017-12-08T18:32:22Z,2018-04-25T14:52:53Z,0.0,1.0
3577,cristobal-sifon/astropy,astropy/astropy,2017-12-06T16:39:30Z,2017-12-06T16:39:36Z,2017-12-08T05:16:12Z,0.0,1.0
3578,peeples/astropy,astropy/astropy,2017-12-04T22:12:06Z,2017-12-04T22:12:11Z,2017-12-04T22:20:49Z,0.0,1.0
3579,davepallot/astropy,astropy/astropy,2017-12-04T03:46:29Z,2017-12-04T03:46:34Z,2017-12-04T03:02:51Z,0.0,1.0
3580,mehrdad-shokri/astropy,astropy/astropy,2017-12-03T06:34:31Z,2020-08-21T19:37:40Z,2020-08-21T19:37:36Z,0.0,1.0
3581,elliesch/astropy,astropy/astropy,2017-11-29T15:57:23Z,2017-11-29T15:57:29Z,2017-11-29T15:31:02Z,0.0,1.0
3582,charlcater/astropy,astropy/astropy,2017-11-23T16:47:14Z,2017-11-23T16:47:19Z,2017-11-24T13:32:27Z,0.0,1.0
3583,karllark/astropy,astropy/astropy,2017-11-18T17:57:21Z,2022-01-11T16:13:47Z,2022-02-02T14:36:43Z,0.0,1.0
3584,hsalas/astropy,astropy/astropy,2017-11-14T14:09:13Z,2017-11-14T14:09:18Z,2017-11-14T10:09:44Z,0.0,1.0
3585,mboquien/astropy,astropy/astropy,2017-11-14T14:09:11Z,2017-11-14T14:09:16Z,2017-11-14T10:09:44Z,0.0,1.0
3586,Garavena89/astropy,astropy/astropy,2017-11-14T14:06:59Z,2017-11-14T14:07:05Z,2017-11-14T10:09:44Z,0.0,1.0
3587,kyleaoman/astropy,astropy/astropy,2017-11-14T09:12:02Z,2021-10-04T11:00:16Z,2021-10-04T11:00:04Z,0.0,1.0
3588,SamAlmeida10/astropy,astropy/astropy,2017-11-13T19:47:31Z,2017-11-13T19:47:37Z,2017-11-13T16:44:17Z,0.0,1.0
3589,jzuhone/astropy,astropy/astropy,2017-11-13T14:40:59Z,2017-11-13T14:41:06Z,2017-11-13T17:29:36Z,0.0,1.0
3590,agowardhan/astropy,astropy/astropy,2017-11-10T18:53:04Z,2020-10-12T23:59:17Z,2017-12-15T16:33:31Z,0.0,1.0
3591,hollowaytape/astropy,astropy/astropy,2017-11-08T19:35:48Z,2017-11-08T19:35:54Z,2017-11-08T19:23:52Z,0.0,1.0
3592,NivedhaSenthil/astropy,astropy/astropy,2017-11-07T13:31:13Z,2017-11-07T13:31:19Z,2017-11-07T12:34:40Z,0.0,1.0
3593,vpn1997/astropy,astropy/astropy,2017-11-04T20:11:58Z,2017-11-04T20:12:04Z,2017-11-04T11:44:15Z,0.0,1.0
3594,jmwhitfi/astropy,astropy/astropy,2017-10-31T20:33:34Z,2017-10-31T20:33:40Z,2017-10-31T20:24:54Z,0.0,1.0
3595,sushobhana/astropy,astropy/astropy,2017-10-30T06:28:41Z,2017-10-30T06:28:47Z,2018-02-06T14:28:38Z,0.0,1.0
3596,abhisekupadhyaya/astropy,astropy/astropy,2017-10-28T14:47:49Z,2017-10-28T14:47:55Z,2018-01-11T00:24:03Z,0.0,1.0
3597,samaloney/astropy,astropy/astropy,2017-10-27T10:08:01Z,2017-10-27T10:08:07Z,2017-10-27T13:57:02Z,0.0,1.0
3598,ws-os/astropy,astropy/astropy,2017-10-23T12:22:30Z,2017-10-23T12:22:36Z,2017-10-23T11:32:21Z,0.0,1.0
3599,aburtovoi/astropy,astropy/astropy,2017-10-19T13:54:07Z,2017-10-19T13:54:13Z,2017-10-19T13:40:09Z,0.0,1.0
3600,brechmos-stsci/astropy,astropy/astropy,2017-10-13T15:48:48Z,2017-10-13T15:48:53Z,2018-05-25T14:52:14Z,0.0,1.0
3601,zmdy/astropy,astropy/astropy,2017-10-12T20:23:02Z,2017-10-12T20:23:07Z,2017-10-12T18:25:31Z,0.0,1.0
3602,ramanathang5/astropy,astropy/astropy,2017-10-12T17:28:56Z,2017-10-12T17:29:02Z,2017-10-12T15:55:55Z,0.0,1.0
3603,RoberTnf/astropy,astropy/astropy,2017-10-12T13:56:49Z,2017-10-12T13:56:54Z,2017-10-12T13:53:24Z,0.0,1.0
3604,ecoCPT/astropy,astropy/astropy,2017-10-10T11:08:12Z,2017-10-10T11:08:18Z,2017-10-10T10:06:18Z,0.0,1.0
3605,babers/astropy,astropy/astropy,2017-10-09T12:12:20Z,2017-10-09T12:12:26Z,2017-10-09T08:38:54Z,0.0,1.0
3606,ioshchepkov/astropy,astropy/astropy,2017-10-09T07:36:25Z,2017-10-09T07:36:31Z,2017-11-10T07:38:41Z,0.0,1.0
3607,Virtualization-Appliance-Marketplace/astropy,astropy/astropy,2017-10-08T11:14:39Z,2017-10-08T11:14:45Z,2017-10-07T23:41:06Z,0.0,1.0
3608,VitorFalcao/astropy,astropy/astropy,2017-10-07T21:05:23Z,2017-10-07T21:05:29Z,2017-10-07T21:33:18Z,0.0,1.0
3609,Tewort/astropy,astropy/astropy,2017-10-05T17:35:59Z,2017-10-05T17:36:05Z,2017-10-05T17:31:53Z,0.0,1.0
3610,kelvin1020/astropy,astropy/astropy,2017-10-02T16:14:11Z,2017-10-02T16:14:17Z,2017-10-02T14:33:34Z,0.0,1.0
3611,sndik16/astropy,astropy/astropy,2017-10-01T06:09:44Z,2017-10-01T06:09:50Z,2017-09-30T16:50:45Z,0.0,1.0
3612,RahulBendre1/astropy,astropy/astropy,2017-09-30T13:49:00Z,2017-09-30T13:49:06Z,2017-09-30T07:47:17Z,0.0,1.0
3613,maroba/astropy,astropy/astropy,2017-09-28T19:44:23Z,2017-09-28T19:44:28Z,2017-10-01T12:52:11Z,0.0,1.0
3614,Fr4nc3/astropy,astropy/astropy,2017-09-26T00:22:08Z,2017-09-26T00:22:14Z,2017-09-25T22:43:00Z,0.0,1.0
3615,ricardogando/astropy,astropy/astropy,2017-09-21T21:10:49Z,2017-09-21T21:10:55Z,2017-12-21T11:31:45Z,0.0,1.0
3616,skylook/astropy,astropy/astropy,2017-09-20T07:33:33Z,2017-09-20T07:33:39Z,2017-09-20T04:28:32Z,0.0,1.0
3617,gruel/astropy,astropy/astropy,2017-09-14T12:35:26Z,2018-05-29T12:41:02Z,2018-05-29T12:39:34Z,0.0,1.0
3618,nimitbhardwaj/astropy,astropy/astropy,2017-09-13T19:38:17Z,2017-09-13T19:38:23Z,2017-10-03T13:50:55Z,0.0,1.0
3619,ivezic/astropy,astropy/astropy,2017-09-08T05:37:45Z,2017-09-08T05:37:51Z,2017-09-08T05:39:22Z,0.0,1.0
3620,anibhatti/astropy,astropy/astropy,2017-09-05T15:18:29Z,2017-09-05T15:18:36Z,2017-09-05T15:22:18Z,0.0,1.0
3621,tuannguyenftel/astropy,astropy/astropy,2017-08-31T15:55:27Z,2017-08-31T15:55:33Z,2017-08-31T15:40:02Z,0.0,1.0
3622,daveromana/astropy,astropy/astropy,2017-08-25T14:59:26Z,2017-08-25T14:59:32Z,2017-08-25T14:34:18Z,0.0,1.0
3623,RobFirth/astropy,astropy/astropy,2017-08-24T09:39:38Z,2017-08-24T09:39:44Z,2017-08-24T04:56:46Z,0.0,1.0
3624,NegriAndrea/astropy,astropy/astropy,2017-08-18T10:41:44Z,2017-08-18T12:46:39Z,2017-08-18T14:01:50Z,0.0,1.0
3625,Nat1405/astropy,astropy/astropy,2017-08-14T23:24:03Z,2020-05-19T23:41:10Z,2020-05-20T01:56:38Z,0.0,1.0
3626,arianezarro/astropy,astropy/astropy,2017-08-11T19:52:13Z,2017-08-11T19:52:18Z,2017-08-11T19:50:34Z,0.0,1.0
3627,brambilasantos/astropy,astropy/astropy,2017-08-11T19:52:12Z,2017-08-11T19:52:18Z,2017-08-11T19:50:34Z,0.0,1.0
3628,maianatalia/astropy,astropy/astropy,2017-08-11T19:52:12Z,2017-08-11T19:52:18Z,2017-08-11T19:50:34Z,0.0,1.0
3629,weingrill/astropy,astropy/astropy,2017-08-04T10:29:26Z,2017-08-04T10:29:31Z,2017-08-04T00:16:32Z,0.0,1.0
3630,nicoddemus/astropy,astropy/astropy,2017-08-03T20:51:52Z,2017-08-03T20:51:58Z,2018-08-26T21:10:59Z,0.0,1.0
3631,Mogawana/astropy,astropy/astropy,2017-08-03T10:32:31Z,2017-08-03T10:32:36Z,2017-08-03T10:56:59Z,0.0,1.0
3632,mbala18/astropy,astropy/astropy,2017-08-03T10:32:29Z,2017-08-03T10:32:34Z,2017-08-03T09:51:45Z,0.0,1.0
3633,philastrophist/astropy,astropy/astropy,2017-08-02T13:57:13Z,2017-08-02T13:57:19Z,2017-08-02T13:16:13Z,0.0,1.0
3634,peterbult/astropy,astropy/astropy,2017-08-01T18:20:41Z,2017-08-01T18:20:47Z,2017-08-01T13:06:47Z,0.0,1.0
3635,aximov/astropy,astropy/astropy,2017-08-01T03:15:06Z,2017-08-01T03:15:12Z,2017-07-31T23:41:06Z,0.0,1.0
3636,tomr-stargazer/astropy,astropy/astropy,2017-07-31T21:13:54Z,2017-07-31T21:13:59Z,2017-08-01T13:06:45Z,0.0,1.0
3637,PaulPrice/astropy,astropy/astropy,2017-07-19T21:45:55Z,2017-07-19T21:46:00Z,2022-06-06T22:26:20Z,0.0,1.0
3638,jwackito/astropy,astropy/astropy,2017-07-18T21:24:35Z,2017-07-18T21:24:40Z,2017-07-18T21:17:00Z,0.0,1.0
3639,fockez/astropy,astropy/astropy,2017-07-17T08:48:42Z,2017-07-17T08:48:48Z,2017-07-19T13:44:01Z,0.0,1.0
3640,mohan1e/astropy,astropy/astropy,2017-07-07T22:14:41Z,2017-07-07T22:14:47Z,2017-07-07T17:08:29Z,0.0,1.0
3641,Brad1141/astropy,astropy/astropy,2017-07-07T15:40:38Z,2017-07-07T15:40:43Z,2017-07-07T15:20:42Z,0.0,1.0
3642,sjhannon/astropy,astropy/astropy,2017-07-05T18:57:04Z,2017-07-05T18:57:09Z,2017-10-05T01:59:03Z,0.0,1.0
3643,maricar-m/astropy,astropy/astropy,2017-06-30T19:47:27Z,2017-06-30T21:11:18Z,2017-06-30T19:20:29Z,0.0,1.0
3644,adhabal/astropy,astropy/astropy,2017-06-30T16:24:27Z,2017-06-30T16:24:33Z,2017-06-30T15:58:52Z,0.0,1.0
3645,lzkelley/astropy,astropy/astropy,2017-06-30T15:21:52Z,2017-06-30T15:21:58Z,2017-12-17T19:22:35Z,0.0,1.0
3646,namurphy/astropy,astropy/astropy,2017-06-29T18:46:11Z,2021-02-21T05:53:37Z,2022-02-18T00:28:31Z,0.0,1.0
3647,matteobachetti/astropy,astropy/astropy,2017-06-29T11:44:26Z,2021-04-08T07:56:47Z,2022-01-11T15:12:58Z,0.0,1.0
3648,mmccarty/astropy,astropy/astropy,2017-06-28T18:07:09Z,2017-06-28T18:07:14Z,2017-07-06T18:58:59Z,0.0,1.0
3649,aboucaud/astropy,astropy/astropy,2017-06-26T16:07:50Z,2017-06-26T16:07:55Z,2017-09-08T16:16:57Z,0.0,1.0
3650,fastakash/astropy,astropy/astropy,2017-06-26T02:02:43Z,2017-06-26T02:02:48Z,2018-01-08T21:00:17Z,0.0,1.0
3651,LilibeteLLC/astropy,astropy/astropy,2017-06-25T06:20:32Z,2017-06-25T06:20:37Z,2017-06-24T22:08:55Z,0.0,1.0
3652,Lilibete/astropy,astropy/astropy,2017-06-25T06:20:16Z,2020-08-14T20:19:13Z,2017-06-24T22:08:55Z,0.0,1.0
3653,comet100/astropy,astropy/astropy,2017-06-22T19:43:22Z,2017-06-22T19:43:28Z,2017-06-22T18:36:12Z,0.0,1.0
3654,xiaobena/astropy,astropy/astropy,2017-06-16T00:51:46Z,2017-06-16T00:51:51Z,2017-06-27T23:08:55Z,0.0,1.0
3655,mbtaylor/astropy,astropy/astropy,2017-06-15T09:57:36Z,2017-06-15T09:57:41Z,2017-06-15T10:09:25Z,0.0,1.0
3656,neilernst/astropy,astropy/astropy,2017-06-13T16:28:38Z,2017-06-13T16:28:43Z,2017-06-13T16:18:54Z,0.0,1.0
3657,drdavella/astropy,astropy/astropy,2017-06-08T18:29:36Z,2017-06-08T18:29:42Z,2019-04-20T18:56:29Z,0.0,1.0
3658,bqgao/astropy,astropy/astropy,2017-06-07T07:56:46Z,2017-06-07T07:56:51Z,2017-06-07T07:49:13Z,0.0,1.0
3659,sahitya-pavurala/astropy,astropy/astropy,2017-06-02T02:17:02Z,2017-06-02T02:17:08Z,2017-06-02T01:45:51Z,0.0,1.0
3660,pjjennings/astropy,astropy/astropy,2017-06-01T14:09:45Z,2019-07-23T20:21:55Z,2017-06-01T13:53:08Z,0.0,1.0
3661,gbrammer/astropy,astropy/astropy,2017-05-27T21:22:47Z,2022-08-19T09:03:59Z,2022-08-19T09:03:46Z,0.0,1.0
3662,rirze/astropy,astropy/astropy,2017-05-27T00:20:54Z,2018-09-01T20:37:43Z,2020-01-06T19:21:59Z,0.0,1.0
3663,XingxingHuang/astropy,astropy/astropy,2017-05-26T15:50:25Z,2017-05-26T15:50:31Z,2017-05-26T15:11:05Z,0.0,1.0
3664,bernie-simon/astropy,astropy/astropy,2017-05-25T13:52:41Z,2017-05-25T13:52:47Z,2017-05-25T14:10:08Z,0.0,1.0
3665,ntejos/astropy,astropy/astropy,2017-05-24T18:20:48Z,2017-05-24T18:20:54Z,2017-05-24T17:53:37Z,0.0,1.0
3666,RulezKT/astropy,astropy/astropy,2017-05-24T13:26:05Z,2017-05-24T13:26:11Z,2017-05-24T01:33:03Z,0.0,1.0
3667,hrishikeshgoyal/astropy,astropy/astropy,2017-05-23T20:46:28Z,2017-05-23T20:46:34Z,2017-11-09T19:25:24Z,0.0,1.0
3668,jmontgom10/astropy,astropy/astropy,2017-05-21T20:31:46Z,2017-05-21T20:31:52Z,2017-05-21T20:44:48Z,0.0,1.0
3669,giang-nghg/astropy,astropy/astropy,2017-05-18T14:01:49Z,2022-07-24T17:29:34Z,2022-07-24T17:29:49Z,0.0,1.0
3670,quas0r/astropy,astropy/astropy,2017-05-15T08:26:42Z,2017-05-15T08:26:47Z,2017-05-15T06:28:17Z,0.0,1.0
3671,bwinkel/astropy,astropy/astropy,2017-05-13T19:55:10Z,2020-08-20T07:28:17Z,2020-08-20T07:28:07Z,0.0,1.0
3672,anabcm/astropy,astropy/astropy,2017-05-11T17:47:21Z,2017-05-11T17:47:26Z,2017-05-11T17:33:51Z,0.0,1.0
3673,bhardwajk/astropy,astropy/astropy,2017-05-11T12:44:05Z,2017-05-11T12:44:11Z,2017-05-11T12:13:21Z,0.0,1.0
3674,ekaterinailin/astropy,astropy/astropy,2017-05-11T12:26:56Z,2017-05-11T12:27:02Z,2017-05-11T14:14:46Z,0.0,1.0
3675,jehturner/astropy,astropy/astropy,2017-05-10T17:25:55Z,2021-04-07T21:46:32Z,2021-04-07T21:45:33Z,0.0,1.0
3676,percurnicus/astropy,astropy/astropy,2017-05-08T08:33:23Z,2017-05-08T08:33:29Z,2017-05-08T00:01:29Z,0.0,1.0
3677,lgbouma/astropy,astropy/astropy,2017-05-05T13:01:25Z,2017-05-05T13:01:31Z,2017-05-05T14:28:42Z,0.0,1.0
3678,slg74/astropy,astropy/astropy,2017-05-03T22:02:48Z,2017-05-03T22:02:53Z,2017-05-03T18:18:38Z,0.0,1.0
3679,aaronpearlman/astropy,astropy/astropy,2017-05-03T14:01:48Z,2017-05-03T14:01:55Z,2017-05-03T09:28:56Z,0.0,1.0
3680,cassieqiuyd/astropy,astropy/astropy,2017-04-27T03:40:56Z,2017-04-27T03:41:02Z,2017-04-26T15:49:51Z,0.0,1.0
3681,mtzl/astropy,astropy/astropy,2017-04-25T12:58:38Z,2017-04-25T12:58:44Z,2017-04-25T08:41:03Z,0.0,1.0
3682,IFarhankhan/astropy,astropy/astropy,2017-04-23T08:41:50Z,2017-04-23T08:41:56Z,2017-04-22T00:42:35Z,0.0,1.0
3683,lordleid/astropy,astropy/astropy,2017-04-19T23:13:55Z,2017-04-19T23:14:01Z,2017-04-19T22:28:37Z,0.0,1.0
3684,PepeJoseHU/astropy,astropy/astropy,2017-04-18T17:15:08Z,2017-04-18T17:15:15Z,2017-04-18T02:05:01Z,0.0,1.0
3685,philhodge/astropy,astropy/astropy,2017-04-14T14:35:01Z,2017-04-14T14:35:06Z,2017-04-13T20:59:54Z,0.0,1.0
3686,richardgmcmahon/astropy,astropy/astropy,2017-04-07T20:51:33Z,2017-04-07T20:51:39Z,2017-04-05T21:27:22Z,0.0,1.0
3687,tribeiro/astropy,astropy/astropy,2017-04-05T11:59:07Z,2017-04-05T11:59:13Z,2017-04-05T12:17:12Z,0.0,1.0
3688,rgommers/astropy,astropy/astropy,2017-03-31T06:53:16Z,2017-03-31T06:53:21Z,2017-04-05T11:07:54Z,0.0,1.0
3689,Zenigma/astropy,astropy/astropy,2017-03-30T21:33:25Z,2017-03-30T21:33:30Z,2017-03-30T20:50:36Z,0.0,1.0
3690,tbabej/astropy,astropy/astropy,2017-03-28T23:15:17Z,2017-03-28T23:15:26Z,2017-06-15T20:38:10Z,0.0,1.0
3691,cleiton01/astropy,astropy/astropy,2017-03-27T02:45:01Z,2017-03-27T02:45:07Z,2017-03-26T07:24:53Z,0.0,1.0
3692,mikewlange/astropy,astropy/astropy,2017-03-25T06:34:30Z,2017-03-25T06:34:35Z,2017-03-25T05:52:27Z,0.0,1.0
3693,MJuddBooth/astropy,astropy/astropy,2017-03-22T19:02:26Z,2018-07-02T14:25:18Z,2021-11-17T19:22:56Z,0.0,1.0
3694,duong98/astropy,astropy/astropy,2017-03-22T14:23:50Z,2017-03-22T14:23:56Z,2017-03-22T01:54:10Z,0.0,1.0
3695,veotos/astropy,astropy/astropy,2017-03-22T12:49:59Z,2017-03-22T12:50:05Z,2017-03-22T19:30:22Z,0.0,1.0
